3-3-3-3
0,008567757908519245
0,2953621271510432
0,04393519230370186
0,7669141491720984
0,5989903121250636
0,1828691387469271
0,3857318784043807
0,3628437520763109
0,8579138097622961
0,44049694269918693
0,14434106701255825
0,6922102289703722
0,976704748336554
0,5473670440480891
0,5721796758343372
0,39089125738986363
0,6589403779520375
0,050460748863621036
0,6693544223296244
0,5188495002309091
0,8160884039551431
0,8663874198060424
0,8224300275661192
0,5856644988924565
0,5142760600495506
0,25425549608387776
0,11741931974767676
0,7204329179229368
0,49118029581903494
0,4765477988294083
0,8258691298895837
0,7190179152968423
0,20278935795779776
0,7038782335370212
0,3451303026383418
0,25869249285137863
